,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,About,images,Project Area,Project Size,Launch Date
40,Wadhwa Atmosphere Phase 1,"Opp Registration Office, Goregaon Mulund Link Road, Near Fortis Hospital, Hira Nagar, Mulund West, Central Mumbai Suburbs, Mumbai","2, 3 BHK Apartments","Oct, 2019",Price on request,661.00 sq.ft. - 1017.00 sq.ft.,"Wadhwa Atmosphere Phase 1 is a project by The Wadhwa Group in Mumbai. It is a Ready to Move project. Wadhwa Atmosphere Phase 1 offers some of the most conveniently designed Apartment. Located in Mulund West, it is a residential project. It has 721 units. There are 3 buildings in this project. Wadhwa Atmosphere Phase 1 offers some of the most exclusive 2 BHK, 3 BHK. As per the area plan, units are in the size range of 661.0 - 1017.0 sq.ft.. Launched in November 2014, Wadhwa Atmosphere Phase 1 is slated for possession in Oct, 2019. The address of Wadhwa Atmosphere Phase 1 is Opp Registration Office, Goregaon Mulund Link Road, Near Fortis Hospital, Hira Nagar, Mulund West.Wadhwa Atmosphere Phase 1 ensures a coveted lifestyle and offers a convenient living. It offers facilities such as Lift, Rainwater Harvesting, Gymnasium, Power Backup. For families with kids, there is Children's Play Area, nearby apart from Indoor Game Room - Billiards/Snooker Table, Carom Board, Table Tennis, Foosball Table, Swimming Pool, Sports Area. Sports enthusiasts can also make the most of Cycling & Jogging Track. There is 24x7 Security.Bank loan is approved from major banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.The project is RERA approved. For details, check RERA ID P51800001243.The Wadhwa Group is a reputed developer firm established in 1969. The firm has since then developed 100 projects and focuses on customer-centricity.Mulund West is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/1bd362306e10261f88bc7d8d69530710/v2/_p/wadhwa_atmosphere_phase_1-mulund_west-mumbai-the_wadhwa_group.jpg', 'https://is1-3.housingcdn.com/4f2250e8/1bd362306e10261f88bc7d8d69530710/v2/large/wadhwa_atmosphere_phase_1-mulund_west-mumbai-the_wadhwa_group.jpg', 'https://img.youtube.com/vi/U5RNTDh02W0/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/f6d5a55a124c8bf3b9c5f154bc3eb211/v0/_p.jpg']",,3 Buildings - 721 units,"Nov, 2014"
41,Sheth Montana,"Off LBS Marg, Vasant Oscar Layout, Mulund West, Central Mumbai Suburbs, Mumbai","2, 3, 4 BHK Apartments","Dec, 2023",12.30 K/sq.ft,912.00 sq.ft. - 2032.00 sq.ft.,"Montana is an epitome of luxury and class that leaves no room for ordinary. Itâ€™s a life inspired by international architecture,  breathtaking mountain views and world class lifestyle features. Itâ€™s an exclusive experience crafted for those who adore perfection and prominence.
   
o     4 Towers of 45 Storeys Each
   
o     7 Acres Project with Hill Views
   
o     40+ Lifestyle Amenities
   
o     Architecture by James Law (Hong Kong)
   
o      Landscape Designed by TROP (Bangkok)
   
o      Show Flat Interiors by HBA (Singapore)","['https://is1-3.housingcdn.com/4f2250e8/19e89b9e57b4d27a7ccefa68ae9c0d37/v0/_p/sheth_montana-mulund_west-mumbai-ashwin_sheth_group.jpg', 'https://is1-3.housingcdn.com/4f2250e8/19e89b9e57b4d27a7ccefa68ae9c0d37/v0/large/sheth_montana-mulund_west-mumbai-ashwin_sheth_group.jpg', 'https://img.youtube.com/vi/0mo7pGnEWVo/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/793ea7534ded4b195dabf804a61c7e16/v0/_p.jpg']",7 Acres (75% open),4 Buildings,
42,Anon Avenue,"Plot No. 821,821/1,821/2,822 At Kurla, Mulund West, Central Mumbai Suburbs, Mumbai","1, 2 BHK Apartments","Apr, 2023",22.00 K/sq.ft,312.00 sq.ft. - 680.00 sq.ft.,"Anon Avenue is a project by Anon Developers in Mumbai. It is a Under Construction project. Anon Avenue offers some of the most conveniently designed Apartment. Located in Mulund West, it is a residential project. It has 25 units. There is 1 building in this project. Anon Avenue offers some of the most exclusive 1 BHK, 2 BHK. As per the area plan, units are in the size range of 311.0 - 679.0 sq.ft.. Launched in October 2020, Anon Avenue is slated for possession in Apr, 2023. The address of Anon Avenue is Plot No. 821,821/1,821/2,822 At Kurla, Mulund West.Anon Avenue ensures a coveted lifestyle and offers a convenient living. The property has Fire Protection And Fire Safety Requirements. There is 24x7 Security. Some other provisions include access to Electrical Meter Room, Solid Waste Management And Disposal, Storm Water Drains. There is provision for Closed Car Parking.The project is RERA compliant and fulfils all necessities as required by the authorities. RERA ID of Anon Avenue is P51800026858.Till date, Anon Developers has developed 3 projects with a focus on healthy and sustainable lifestyle.Mulund West is well-connected to other parts of the city via an extensive road.","['https://is1-3.housingcdn.com/4f2250e8/1cd9d1ae15978db09d8b611087ac6683/v0/_p/anon_avenue-mulund_west-mumbai-anon_developers.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/1cd9d1ae15978db09d8b611087ac6683/v0/large/anon_avenue-mulund_west-mumbai-anon_developers.jpeg', 'https://is1-3.housingcdn.com/012c1500/2df805e4f0ffa991a8782d8fdcdddf37/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/aacd6e1409a4d839296644ab5887a962/v0/_p.jpeg']",0.1 Acres,1 Building - 25 units,"Oct, 2020"
43,S Class Homes,"Mulund West, Central Mumbai Suburbs, Mumbai","1, 2 BHK Apartments","Mar, 2026",Price on request,460.00 sq.ft. - 625.00 sq.ft.,"Residential project, S Class Homes in Mumbai is offering units for sale in Mulund West. Check out some Apartment that suit your lifestyle and liking. Possession date of S Class Homes is Mar, 2026. The property offers 1 BHK, 2 BHK units. As per the area plan, units are in the size range of 460.0 - 625.0 sq.ft.. The project by Piramal Realty is set in 12 Acres . This residential project was launched in October 2021. It has 330 units. There is 1 building in this project. Contact for further details. S Class Homes is located in Mulund West.In terms of facilities, S Class Homes is loaded with multiple offerings such as Gymnasium. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. Immerse yourself in a world of sports with provisions for Cricket Pitch, Squash Court, Badminton Court.S Class Homes follows all rules as prescribed by the state RERA. All details are furnished on the RERA portal as well.ID is P51800031310.Piramal Realty is a very well-known developer-firm in this real estate market. The company started its operations in 2012 and has went on to build 23 projects so far. Residents and their lifestyle are at the centre of their developments.Prominent suburbs of Mumbai are close by to Mulund West and with several schools, hospitals, banks and offices situated in the proximity, the project is a preferred choice for home seekers.","['https://is1-2.housingcdn.com/4f2250e8/d9b91cfffcbea5151f102add44c9aa4c/v0/_p/s_class_homes-mulund_west-mumbai-piramal_realty.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/d9b91cfffcbea5151f102add44c9aa4c/v0/large/s_class_homes-mulund_west-mumbai-piramal_realty.jpeg', 'https://img.youtube.com/vi/iTZsPWxnBE0/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/c6543493ef8f282337f0b6d2170e3480/v0/_p.jpeg']",12 Acres (50% open),1 Building - 330 units,"Oct, 2021"
44,Runwal Pinnacle,"Near Runwal Greens & Fortis Hospital, Goregaon Mulund Link Road, Mulund (W), Central Mumbai Suburbs, Mumbai","1, 2, 3 BHK Apartments","Dec, 2025",26.00 K/sq.ft,461.00 sq.ft. - 1005.00 sq.ft.,"What can be more exhilarating than rising up to new heights and getting a bird's eye perspective of the surroundings? Because nothing exemplifies privilege better than high-rise living with access to exclusive comforts.
Presenting Runwal Pinnacle, one of the tallest towers in Mulund. Rise above ordinary life and indulge in the luxuries of high-rise living, in the heart of the city.
Runwal Pinnacle brings to you an elevated lifestyle, superior comforts and unmatched conveniences. It is strategically located adjoining Fortis Hospital and R Galleria on GMLR in Mulund West. Excellent social infrastructure and highstreet location make Runwal Pinnacle a sought after address.","['https://is1-3.housingcdn.com/4f2250e8/0f88c36f9d62d04268baa86f540a2488/v0/_p/runwal_pinnacle-mulund_west-mumbai-runwal_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/0f88c36f9d62d04268baa86f540a2488/v0/large/runwal_pinnacle-mulund_west-mumbai-runwal_group.jpeg', 'https://img.youtube.com/vi/b8HZK4i7Mlo/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/00859ca60a7aa555b51197523dfa36d8/v0/_p.png']",1.5 Acres,5 Buildings - 1190 units,"Jun, 2019"
45,Runwal The Sanctuary Tower 1,"C.T.S. No 544, 544/1 At Kurla, Mumbai Suburban, Mulund West, Central Mumbai Suburbs, Mumbai","2, 2.5, 3, 4 BHK Apartments","Jan, 2028",18.95 K/sq.ft,595.00 sq.ft. - 1426.00 sq.ft.,"Your search for modern and spacious apartments comes to an end with Runwal Infinity. The Runwal Infinity project is a residential project by the Runwal Homes Pvt. Ltd. There are 2 BHK, 2.5 BHK, 3 BHK, and 4 BHK apartments. The carpet area ranges from 595 square foot to 1,426 square foot. Runwal Infinity is the place for modern amenities such as a swimming pool, landscaped garden, gymnasium and clubhouse.The location of the apartments is Mulund West in Mumbai. This Mumbai suburb enjoys superb connectivity to the rest of the city. It is served by multiple schools, hospitals and banks. There are restaurants and shopping malls as well.","['https://is1-2.housingcdn.com/4f2250e8/8ec80514ad39b3198c983081f6c6a5a0/v0/_p/runwal_the_sanctuary_tower_1-mulund_west-mumbai-runwal.jpg', 'https://is1-2.housingcdn.com/4f2250e8/8ec80514ad39b3198c983081f6c6a5a0/v0/large/runwal_the_sanctuary_tower_1-mulund_west-mumbai-runwal.jpg', 'https://img.youtube.com/vi/2IhTV1a-Zq8/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/2a760c3b4208b1122ac03ec6f872f813/v0/_p.jpg']",6 Acres,5 Buildings - 1003 units,"Jan, 2006"
46,L And T Rejuve 360 Tower A,"Cts No. Part 706B/B, Part 706 B/D, Part 706B/E, Part 710A, Part 712A At Mulund West, Central Mumbai Suburbs, Mumbai","2, 3, 3.5 BHK Apartments","Jun, 2026",16.67 K/sq.ft,612.00 sq.ft. - 1300.00 sq.ft.,"Rejuve 360 Tower A is a premium residential project launched by real estate company L and T Realty in Mulund West, Mumbai. The project will be built on an area of 0.3 acres and is offering 2 and 3 BHK apartments for sale. Carpet area of 2 BHK apartments in the range of 612 to 880 sq ft. and for 3 BHK apartments it is in the range of 976 to 1262 sq ft. Amenities available for the convenience of residents are closed car parking areas, open area for recreational purpose, landscaped gardens, community buildings, gymnasium, swimming pool, childrens play area, facility to play indoor games, electrical meter room, sub-station, receiving station, well-lit internal roads, stormwater drains, regular supply of water, and other facilities are provided in the complex. All work related to treatment and disposal of sewage and sullage water, solid waste management and its disposal, sewerage chamber, lines, septic tank, and STP are handled in the premises. Water conservation, energy management, and rainwater harvesting are done to save resources. Mulund West is a popular area in Mumbai. Many reputed schools, educational institutes, and hospitals are established here. Restaurants, banks, and other utility shops are also located in the vicinity. Mulund West is well-connected to other areas by a network of road and rail transport. Mulund railway station connects important places like Bhandup, Ghatkopar and Vikhroli. It is a comfortable area to own a residential place in Mumbai. Rejuve 360 Tower A will be ready by December 2025 for possession. Interested buyers can contact L and T Realty for possession of apartments in Rejuve 360 Tower A.","['https://is1-3.housingcdn.com/4f2250e8/0c4bf16c25a63cc9e300e6fb3cf383ba/v0/_p/l_and_t_rejuve_360_tower_a-mulund_west-mumbai-lt_realty.jpg', 'https://is1-3.housingcdn.com/4f2250e8/0c4bf16c25a63cc9e300e6fb3cf383ba/v0/large/l_and_t_rejuve_360_tower_a-mulund_west-mumbai-lt_realty.jpg', 'https://img.youtube.com/vi/5eFDRUStnYQ/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/064b30bbcc994496f6ccc041962112aa/v0/_p.png']",,538 units,"Nov, 2019"
47,Sheth Montana,"Off LBS Marg, Vasant Oscar Layout, Mulund West, Central Mumbai Suburbs, Mumbai","2, 3, 4 BHK Apartments","Dec, 2023",12.30 K/sq.ft,912.00 sq.ft. - 2032.00 sq.ft.,"Montana is an epitome of luxury and class that leaves no room for ordinary. Itâ€™s a life inspired by international architecture,  breathtaking mountain views and world class lifestyle features. Itâ€™s an exclusive experience crafted for those who adore perfection and prominence.
   
o     4 Towers of 45 Storeys Each
   
o     7 Acres Project with Hill Views
   
o     40+ Lifestyle Amenities
   
o     Architecture by James Law (Hong Kong)
   
o      Landscape Designed by TROP (Bangkok)
   
o      Show Flat Interiors by HBA (Singapore)","['https://is1-3.housingcdn.com/4f2250e8/19e89b9e57b4d27a7ccefa68ae9c0d37/v0/_p/sheth_montana-mulund_west-mumbai-ashwin_sheth_group.jpg', 'https://is1-3.housingcdn.com/4f2250e8/19e89b9e57b4d27a7ccefa68ae9c0d37/v0/large/sheth_montana-mulund_west-mumbai-ashwin_sheth_group.jpg', 'https://img.youtube.com/vi/0mo7pGnEWVo/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/793ea7534ded4b195dabf804a61c7e16/v0/_p.jpg']",7 Acres (75% open),4 Buildings,
48,Piramal Revanta,"Behind Nirmal Lifestyle Mall, Goregaon Mulund Link Road, Mulund West, Central Mumbai Suburbs, Mumbai","1, 2, 2.5, 3, 3.5, 4, 7 BHK Apartments","Sep, 2022",Price on request,452.00 sq.ft. - 2766.00 sq.ft.,"This RERA id P51800005983 is for Piramal Revanta - Tower 1. Piramal Revanta is a new style of luxury living in the new cultural, financial, and commercial heart of Mumbai â Mulund. An urban oasis away from the hustle of the city, the ultra-modern, high-rise Revanta towers sit on the edge of the 25,000-acre Sanjay Gandhi National Park, with expansive views across the lush green of the Yeoor Hills. Homes in Piramal Revanta are designed to maximize natural light and ventilation. With apartments ranging from 1, 2 and 3 bedrooms, residents can take advantage of exceptional amenities and a trove of athletic facilities including: cycling and jogging tracks, cricket and football grounds, badminton courts, gymnasium, swimming pools, and dedicated yoga and meditation spaces. Each apartment boasts cutting-edge security, and all the space that you need to grow and thrive. Piramal Revanta dares you to define your own style of living.","['https://is1-2.housingcdn.com/4f2250e8/06a39b9311a6a89726c426c71d82a7ed/v0/_p/piramal_revanta-mulund_west-mumbai-piramal_realty.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/06a39b9311a6a89726c426c71d82a7ed/v0/large/piramal_revanta-mulund_west-mumbai-piramal_realty.jpeg', 'https://img.youtube.com/vi/xxkw_wc0LNE/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/0de0e8368803dccb0e7607a29a998262/v0/_p.jpg']",8 Acres (50% open),2 Buildings - 560 units,"Mar, 2017"
49,Wadhwa Atmosphere O2,"Goregaon Mulund Link Road, Near Fortis Hospital, Mulund West, Central Mumbai Suburbs, Mumbai","2, 2.5 BHK Apartments","Dec, 2026",21.25 K/sq.ft,572.00 sq.ft. - 753.00 sq.ft.,"After delivering the most iconic landmark of Mulund – Atmosphere in record time, The Wadhwa Group in association with Man Infra and The Chandak Group, is all set to launch their second landmark project in the buzzing suburb of Mulund. The upcoming iconic landmark Atmosphere O2 is aimed at offering the 'best of both worlds' with meticulous planning, unmatched lifestyle amenities, ample spaces and seamless connectivity with all necessary conveniences in the vicinity.
Disclaimer The information provided in this brochure including all pictures, visuals, perspective views of the building and amenities are as per architectural drawings and the same shall be constructed subject to approvals of competent authorities and shall be in compliance of RERA Act and Rules and Regulations. Distances mentioned are as per Google Maps. Furniture, Fixtures, Accessories and furnishings shown in the show flat are only for representation and shall not be provided in the actual flat. The mentioned project is mortgaged to ICICI Bank Ltd. No Objection Certificate (NOC)/ permission of the mortgagee Bank would be provided for sale of flats/units/property, if required. Images used for representation purpose only. Version 0.1 *T & C Apply.

*Payment link to construction with a gap of 1 year between certain construction milestones. The last 25% is to be paid when the project is nearing completion.","['https://is1-3.housingcdn.com/4f2250e8/851f47b05f547f03e9e8a873d6d7971d/v0/_p/wadhwa_atmosphere_o2-mulund_west-mumbai-the_wadhwa_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/851f47b05f547f03e9e8a873d6d7971d/v0/large/wadhwa_atmosphere_o2-mulund_west-mumbai-the_wadhwa_group.jpeg', 'https://img.youtube.com/vi/U5RNTDh02W0/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/04ea2328180d34d6e084b16232e888bd/v0/_p.jpeg']",5 Acres (85% open),3 Buildings - 531 units,"Nov, 2019"
50,Shreejee Mrugarchana CHSL,"Mulund West, Central Mumbai Suburbs, Mumbai","2, 2.5, 3 BHK Apartments","Sep, 2022",22.50 K/sq.ft,532.00 sq.ft. - 1028.00 sq.ft.,"For settling in the west of Mulund, Mumbai, you may consider the project Mrugarchana CHSL. It is situated at a very prime location. It is undergoing constructions currently and is planned to be completed within 2022. It covers a total area of 0.47 acres and the project would consist of 1,2 and 3BHK Flats.  This project has been developed by Shreejee Buildcon Homes and it has a mixture of luxury, and comfortable housing units. The basic amenities will be provided like lifts, garage spaces, security service, twenty-four hours power backup systems, and water supply as well. The flats available will be in 2BHKs as well as 3BHKs with ample space and airy interiors. The communication system nearby is also pretty good. You will be able to take the transport facilities provided by a network of private as well as public buses. You can also avail the benefits of the local train network from Mulund station. So stop waiting and visit the site today in order to book a flat.","['https://is1-2.housingcdn.com/4f2250e8/e26a93f6cad1ab9bed215ace18077042/v0/_p/shreejee_mrugarchana_chsl-mulund_west-mumbai-shreejee_buildcon_homes_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/e26a93f6cad1ab9bed215ace18077042/v0/large/shreejee_mrugarchana_chsl-mulund_west-mumbai-shreejee_buildcon_homes_llp.jpeg', 'https://is1-3.housingcdn.com/012c1500/13e6385078f881e92c169b923ad9b53e/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/15e2ace2679f4ea00c8cd8a5e6dbb28f/v0/_p.jpeg']",,1 Building - 82 units,"Apr, 2019"
51,Maverick Mooldeep,"1382, Mulund West, Central Mumbai Suburbs, Mumbai","2, 3, 4 BHK Apartments","Jun, 2022",22.00 K/sq.ft,596.00 sq.ft. - 1415.00 sq.ft.,"Situated in Mumbai at Mulund West, Legend Florence is a residential development launched by Legend Siroya Realtors. This project provides a vast range of amenities including . Prominent suburbs of Mumbai are close by and with several schools, hospitals, banks and offices situated in the proximity, the project is a preferred choice for home seekers.",[],,1 Building - 39 units,"Jan, 2017"
52,Viva Vedanta,"Manvelpada Road, Next to Canara Bank Lane, Virar East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments",Under Construction,7.40 K/sq.ft,424.00 sq.ft. - 566.00 sq.ft.,"Virar's residential project, Viva Vedanta is offering property for sale. Check out some Apartment. Available configurations include 1.5 BHK, 2 BHK formats in Virar East. As per the area plan, units are in the size range of 725.0 - 885.0 sq.ft.. There are 3 buildings. Viva Vedanta is located in Vijayanand Patil Marg, Manvelpada Road, Virar East.There are multiple amenities for residents at Viva Vedanta which includes Rainwater Harvesting, Gymnasium, Power Backup. Young families with children will love the Children's Play Area, nearby apart from Swimming Pool. Sports enthusiasts will like the Cycling & Jogging Track, Golf Course. There is 24x7 Security. Other provisions include access to Landscaped Garden, Multipurpose Room. Own a home in Viva Vedanta today!.Banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL have approved financing for Viva Vedanta.Virar East is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/152e70aed0000d127c9c63cc0b20fa20/v0/_p/viva_vedanta-virar_east-mumbai-viva_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/152e70aed0000d127c9c63cc0b20fa20/v0/large/viva_vedanta-virar_east-mumbai-viva_group.jpeg', 'https://is1-3.housingcdn.com/012c1500/acf468f2071902193c414a7cd8c93fe2/v0/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/b9cf2e86b2c75da8a148e7b2d09e9d1e/v0/_p.jpg']",4 Acres,1 Building - 152 units,"Jan, 2019"
53,Viva Vedanta,"Manvelpada Road, Next to Canara Bank Lane, Virar East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments",Under Construction,7.40 K/sq.ft,424.00 sq.ft. - 566.00 sq.ft.,"Virar's residential project, Viva Vedanta is offering property for sale. Check out some Apartment. Available configurations include 1.5 BHK, 2 BHK formats in Virar East. As per the area plan, units are in the size range of 725.0 - 885.0 sq.ft.. There are 3 buildings. Viva Vedanta is located in Vijayanand Patil Marg, Manvelpada Road, Virar East.There are multiple amenities for residents at Viva Vedanta which includes Rainwater Harvesting, Gymnasium, Power Backup. Young families with children will love the Children's Play Area, nearby apart from Swimming Pool. Sports enthusiasts will like the Cycling & Jogging Track, Golf Course. There is 24x7 Security. Other provisions include access to Landscaped Garden, Multipurpose Room. Own a home in Viva Vedanta today!.Banks such as PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL have approved financing for Viva Vedanta.Virar East is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/152e70aed0000d127c9c63cc0b20fa20/v0/_p/viva_vedanta-virar_east-mumbai-viva_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/152e70aed0000d127c9c63cc0b20fa20/v0/large/viva_vedanta-virar_east-mumbai-viva_group.jpeg', 'https://is1-3.housingcdn.com/012c1500/acf468f2071902193c414a7cd8c93fe2/v0/_p.jpg', 'https://is1-2.housingcdn.com/012c1500/b9cf2e86b2c75da8a148e7b2d09e9d1e/v0/_p.jpg']",4 Acres,1 Building - 152 units,"Jan, 2019"
54,Bachraj Lifespace,"S No. 3/1 & 133/1, YK Nagar NX, Global City, Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Jun, 2024",9.31 K/sq.ft,347.00 sq.ft. - 499.00 sq.ft.,"Lifespace by Bachraj Developers in Virar area of Mumbai is a newly launched residential project. It is currently under construction and is scheduled to be offered for possession by December 2023. The social infrastructure of this area truly deserves special mention. This well-developed area is connected to the major parts of Mumbai. The place is close to well known hospitals, education institutions, recreational areas, etc. the comfort of living gets a bigger and better definition in this cozy residential project. Flats are spacious and well-ventilated. This amazing yet affordable project is registered under the state RERA. The builders are committed to provide you the best living experience and for that they have not compromised with anything. The top notch qualities of the building with all the modern facilities truly make the perfect home for you and your family. Request for a site visit today to get a better understanding of the project and make it your future home.","['https://is1-3.housingcdn.com/4f2250e8/49149f32b1519164c8f55caccbc08a6c/v0/_p/bachraj_lifespace-virar_west-mumbai-bachraj_developers.jpg', 'https://is1-3.housingcdn.com/4f2250e8/49149f32b1519164c8f55caccbc08a6c/v0/large/bachraj_lifespace-virar_west-mumbai-bachraj_developers.jpg', 'https://img.youtube.com/vi/UmVltwK5v3M/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/0b4a80a4b5fbf019f7ea76d4df6ee2e2/v0/_p.jpg']",2 Acres,1 Building - 488 units,"Dec, 2018"
55,Swastik Epitome Building 2 Phase II 8 To 14 Floors,"Plot No. 185/B/1, 185/B/2, 185/B/3, 185/B/4, 185/B/5 Old S No 240, 241 At Vasai-Virar City (M Corp), Vasai, Palghar, Virar, Mumbai, Mira Road and Beyond, Mumbai","1, 1.5, 2 BHK Apartments","May, 2021",8.10 K/sq.ft,394.00 sq.ft. - 623.00 sq.ft.,"Situated in Virar at Virar East, Swastik Epitome Building 2 Phase II 8 To 14 Floors is a residential development launched by Swastik Group. This project provides a vast range of amenities including Basketball Court, Amphitheatre, Landscaped Garden, Fire Fighting Systems and Power Backup. Prominent suburbs of Virar are close by and with several schools, hospitals, banks and offices situated in the proximity, the project is a preferred choice for home seekers.","['https://is1-3.housingcdn.com/4f2250e8/12ab89849c0fbcbe4ffe20347092fccd/v2/_p/swastik_epitome_building_2_phase_ii_8_to_14_floors-virar_east-mumbai-swastik_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/12ab89849c0fbcbe4ffe20347092fccd/v2/large/swastik_epitome_building_2_phase_ii_8_to_14_floors-virar_east-mumbai-swastik_group.jpeg', 'https://is1-3.housingcdn.com/012c1500/cf1bdf0bf90244ac55948c9b79c691d8/v2/_p.jpg', 'https://is1-3.housingcdn.com/012c1500/1b1cc179c9c50971006f717ea0bb135e/v2/_p.jpg']",1 Acres,5 Buildings - 172 units,"Nov, 2013"
56,Sai Jivdani Shilp,"Shop-1 Veedhi Nagar, Jivdani Shilp Apt, Near By Tandul Bazar, Chandsara Road, Virar East, Mumbai","1 RK, 1 BHK Apartments",Ready to Move,5.06 K/sq.ft,410.00 sq.ft. - 595.00 sq.ft.,"Check out this residential project for sale by Sai Developers in Virar East, Mumbai. Sai Jivdani Shilp offers Apartment as property type. It is currently Ready to Move. Available configurations include 1 RK, 1 BHK. As per the area plan, units are in the size range of 410.0 - 595.0 sq.ft.. Sai Jivdani Shilp possession is Mar, 2020. Altogether, there are 32 units available. There are 2 buildings in this property. The address of Sai Jivdani Shilp is Shop-1 Veedhi Nagar, Jivdani Shilp Apt, Near By Tandul Bazar, Chandsara Road, Virar East.At Sai Jivdani Shilp, all residents have easy access to some of the truly desired facilities such as Power Backup. The property has Fire Sprinklers. Come home to Sai Jivdani Shilp.Sai Developers is a renowned developer firm.Chandansar is a prime area, with many attractions work and recreational options just a drive away.","['https://is1-2.housingcdn.com/4f2250e8/0b6014349d9920037cffe547da85ed02/v0/_p/sai_jivdani_shilp-virar_east-mumbai-sai_developers.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/0b6014349d9920037cffe547da85ed02/v0/large/sai_jivdani_shilp-virar_east-mumbai-sai_developers.jpeg', 'https://is1-2.housingcdn.com/012c1500/20042f4716248a4921f7bf37ddf37ebc/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/9963ba96aa11898bf6dc5f97a71c0609/v0/_p.jpeg']",,2 Buildings - 32 units,
57,Fin Mrida Homes Hasha Heights,"Near Narangi Railway Phatak, Virar, Mira Road and Beyond, Mumbai","1 RK, 1 BHK Apartments","Dec, 2026",10.41 K/sq.ft,207.00 sq.ft. - 292.00 sq.ft.,"Property for sale in Virar East, Virar. This project, that is, Fin Mrida Homes Hasha Heights is a well designed project by Fin Whales Lifestyle LLP. It is offering Under Construction units. If you are looking at Apartment, you should check out Fin Mrida Homes Hasha Heights. Available configurations include 1 RK, 1 BHK. As per the area plan, units are in the size range of 206.56 - 310.75 sq.ft.. Fin Mrida Homes Hasha Heights was launched in September 2020. Project possession is slated for Dec, 2026. There is 1 building  in this project. Total number of flats at Fin Mrida Homes Hasha Heights is 70. Fin Mrida Homes Hasha Heights is located in Near Narangi Railway Phatak, Virar. There are 70 units in this residential project.Come home to Fin Mrida Homes Hasha Heights. The property is equipped with Fire Protection And Fire Safety Requirements. These amenities make this property totally aspirational.Fin Mrida Homes Hasha Heights has all approvals in place as mandated by the state regulatory authority. RERA ID of this project is P99000026476.Fin Whales Lifestyle LLP is a renowned name in the real estate space.Social infrastructure like banks, schools and parks surround Virar East area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-3.housingcdn.com/4f2250e8/8dfbc7f83fb84c27ada37cae62706e52/v0/_p/fin_mrida_homes_hasha_heights-virar_east-mumbai-fin_whales_lifestyle_llp.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/8dfbc7f83fb84c27ada37cae62706e52/v0/large/fin_mrida_homes_hasha_heights-virar_east-mumbai-fin_whales_lifestyle_llp.jpeg', 'https://is1-2.housingcdn.com/012c1500/0daeee8500e0f7c117637d8ec2f88ac9/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/5cf64544cb05e9c9d5bab3b376c1b517/v0/_p.jpeg']",0.97 Acres,1 Building - 70 units,"Aug, 2020"
